1-2 1-65,65-2
34-29 34-69,69-37,37-77,77-29
34-30 34-74,74-26,26-68,68-30
34-30 34-69,69-38,38-78,78-30
34-31 34-74,74-26,26-68,68-31
34-31 34-69,69-39,39-79,79-31
34-32 34-74,74-26,26-68,68-32
34-32 34-69,69-40,40-80,80-32
34-33 34-69,69-33
34-35 34-69,69-35
34-36 34-69,69-36
34-37 34-69,69-37
34-38 34-69,69-38
34-39 34-69,69-39
34-40 34-69,69-40
34-41 34-74,74-42,42-70,70-41
34-41 34-69,69-33,33-73,73-41
34-42 34-74,74-42
34-43 34-74,74-42,42-70,70-43
34-43 34-69,69-35,35-75,75-43
34-44 34-74,74-42,42-70,70-44
34-44 34-69,69-36,36-76,76-44
34-45 34-74,74-42,42-70,70-45
34-45 34-69,69-37,37-77,77-45
34-46 34-74,74-42,42-70,70-46
34-46 34-69,69-38,38-78,78-46
34-47 34-74,74-42,42-70,70-47
34-47 34-69,69-39,39-79,79-47
34-48 34-74,74-42,42-70,70-48
34-48 34-69,69-40,40-80,80-48
34-49 34-74,74-50,50-71,71-49
34-49 34-69,69-33,33-73,73-49
34-50 34-74,74-50
34-51 34-74,74-50,50-71,71-51
34-51 34-69,69-35,35-75,75-51
34-52 34-74,74-50,50-71,71-52
34-52 34-69,69-36,36-76,76-52
34-53 34-74,74-50,50-71,71-53
34-53 34-69,69-37,37-77,77-53
34-54 34-74,74-50,50-71,71-54
34-54 34-69,69-38,38-78,78-54
34-55 34-74,74-50,50-71,71-55
34-55 34-69,69-39,39-79,79-55
34-56 34-74,74-50,50-71,71-56
34-56 34-69,69-40,40-80,80-56
34-57 34-74,74-58,58-72,72-57
34-57 34-69,69-33,33-73,73-57
34-58 34-74,74-58
34-59 34-74,74-58,58-72,72-59
34-59 34-69,69-35,35-75,75-59
34-60 34-74,74-58,58-72,72-60
34-60 34-69,69-36,36-76,76-60
34-61 34-74,74-58,58-72,72-61
34-61 34-69,69-37,37-77,77-61
34-62 34-74,74-58,58-72,72-62
34-62 34-69,69-38,38-78,78-62
34-63 34-74,74-58,58-72,72-63
34-63 34-69,69-39,39-79,79-63
34-64 34-74,74-58,58-72,72-64
34-64 34-69,69-40,40-80,80-64
35-1 35-75,75-3,3-65,65-1
35-1 35-69,69-33,33-73,73-1
35-2 35-75,75-3,3-65,65-2
35-2 35-69,69-34,34-74,74-2
35-3 35-75,75-3
35-4 35-75,75-3,3-65,65-4
35-4 35-69,69-36,36-76,76-4
35-5 35-75,75-3,3-65,65-5
35-5 35-69,69-37,37-77,77-5
35-6 35-75,75-3,3-65,65-6
35-6 35-69,69-38,38-78,78-6
35-7 35-75,75-3,3-65,65-7
35-7 35-69,69-39,39-79,79-7
35-8 35-75,75-3,3-65,65-8
35-8 35-69,69-40,40-80,80-8
35-9 35-75,75-11,11-66,66-9
35-9 35-69,69-33,33-73,73-9
35-10 35-75,75-11,11-66,66-10
35-10 35-69,69-34,34-74,74-10
35-11 35-75,75-11
35-12 35-75,75-11,11-66,66-12
35-12 35-69,69-36,36-76,76-12
35-13 35-75,75-11,11-66,66-13
35-13 35-69,69-37,37-77,77-13
35-14 35-75,75-11,11-66,66-14
35-14 35-69,69-38,38-78,78-14
35-15 35-75,75-11,11-66,66-15
35-15 35-69,69-39,39-79,79-15
35-16 35-75,75-11,11-66,66-16
35-16 35-69,69-40,40-80,80-16
35-17 35-75,75-19,19-67,67-17
35-17 35-69,69-33,33-73,73-17
35-18 35-75,75-19,19-67,67-18
35-18 35-69,69-34,34-74,74-18
35-19 35-75,75-19
35-20 35-75,75-19,19-67,67-20
35-20 35-69,69-36,36-76,76-20
35-21 35-75,75-19,19-67,67-21
35-21 35-69,69-37,37-77,77-21
35-22 35-75,75-19,19-67,67-22
35-22 35-69,69-38,38-78,78-22
35-23 35-75,75-19,19-67,67-23
35-23 35-69,69-39,39-79,79-23
35-24 35-75,75-19,19-67,67-24
35-24 35-69,69-40,40-80,80-24
35-25 35-75,75-27,27-68,68-25
35-25 35-69,69-33,33-73,73-25
35-26 35-75,75-27,27-68,68-26
35-26 35-69,69-34,34-74,74-26
35-27 35-75,75-27
35-28 35-75,75-27,27-68,68-28
35-28 35-69,69-36,36-76,76-28
35-29 35-75,75-27,27-68,68-29
35-29 35-69,69-37,37-77,77-29
35-30 35-75,75-27,27-68,68-30
35-30 35-69,69-38,38-78,78-30
35-31 35-75,75-27,27-68,68-31
35-31 35-69,69-39,39-79,79-31
35-32 35-75,75-27,27-68,68-32
35-32 35-69,69-40,40-80,80-32
35-33 35-69,69-33
35-34 35-69,69-34
35-36 35-69,69-36
35-37 35-69,69-37
35-38 35-69,69-38
35-39 35-69,69-39
35-40 35-69,69-40
35-41 35-75,75-43,43-70,70-41
35-41 35-69,69-33,33-73,73-41
35-42 35-75,75-43,43-70,70-42
35-42 35-69,69-34,34-74,74-42
35-43 35-75,75-43
35-44 35-75,75-43,43-70,70-44
35-44 35-69,69-36,36-76,76-44
35-45 35-75,75-43,43-70,70-45
35-45 35-69,69-37,37-77,77-45
35-46 35-75,75-43,43-70,70-46
35-46 35-69,69-38,38-78,78-46
35-47 35-75,75-43,43-70,70-47
35-47 35-69,69-39,39-79,79-47
35-48 35-75,75-43,43-70,70-48
35-48 35-69,69-40,40-80,80-48
35-49 35-75,75-51,51-71,71-49
35-49 35-69,69-33,33-73,73-49
35-50 35-75,75-51,51-71,71-50
35-50 35-69,69-34,34-74,74-50
35-51 35-75,75-51
35-52 35-75,75-51,51-71,71-52
35-52 35-69,69-36,36-76,76-52
35-53 35-75,75-51,51-71,71-53
35-53 35-69,69-37,37-77,77-53
35-54 35-75,75-51,51-71,71-54
35-54 35-69,69-38,38-78,78-54
35-55 35-75,75-51,51-71,71-55
35-55 35-69,69-39,39-79,79-55
35-56 35-75,75-51,51-71,71-56
35-56 35-69,69-40,40-80,80-56
35-57 35-75,75-59,59-72,72-57
35-57 35-69,69-33,33-73,73-57
35-58 35-75,75-59,59-72,72-58
35-58 35-69,69-34,34-74,74-58
35-59 35-75,75-59
35-60 35-75,75-59,59-72,72-60
35-60 35-69,69-36,36-76,76-60
35-61 35-75,75-59,59-72,72-61
35-61 35-69,69-37,37-77,77-61
35-62 35-75,75-59,59-72,72-62
35-62 35-69,69-38,38-78,78-62
35-63 35-75,75-59,59-72,72-63
35-63 35-69,69-39,39-79,79-63
35-64 35-75,75-59,59-72,72-64
35-64 35-69,69-40,40-80,80-64
36-1 36-76,76-4,4-65,65-1
36-1 36-69,69-33,33-73,73-1
36-2 36-76,76-4,4-65,65-2
36-2 36-69,69-34,34-74,74-2
36-3 36-76,76-4,4-65,65-3
36-3 36-69,69-35,35-75,75-3
36-4 36-76,76-4
36-5 36-76,76-4,4-65,65-5
36-5 36-69,69-37,37-77,77-5
36-6 36-76,76-4,4-65,65-6
36-6 36-69,69-38,38-78,78-6
36-7 36-76,76-4,4-65,65-7
36-7 36-69,69-39,39-79,79-7
36-8 36-76,76-4,4-65,65-8
36-8 36-69,69-40,40-80,80-8
36-9 36-76,76-12,12-66,66-9
36-9 36-69,69-33,33-73,73-9
36-10 36-76,76-12,12-66,66-10
36-10 36-69,69-34,34-74,74-10
36-11 36-76,76-12,12-66,66-11
36-11 36-69,69-35,35-75,75-11
36-12 36-76,76-12
36-13 36-76,76-12,12-66,66-13
36-13 36-69,69-37,37-77,77-13
36-14 36-76,76-12,12-66,66-14
36-14 36-69,69-38,38-78,78-14
36-15 36-76,76-12,12-66,66-15
36-15 36-69,69-39,39-79,79-15
36-16 36-76,76-12,12-66,66-16
36-16 36-69,69-40,40-80,80-16
36-17 36-76,76-20,20-67,67-17
36-17 36-69,69-33,33-73,73-17
36-18 36-76,76-20,20-67,67-18
36-18 36-69,69-34,34-74,74-18
36-19 36-76,76-20,20-67,67-19
36-19 36-69,69-35,35-75,75-19
36-20 36-76,76-20
36-21 36-76,76-20,20-67,67-21
36-21 36-69,69-37,37-77,77-21
36-22 36-76,76-20,20-67,67-22
36-22 36-69,69-38,38-78,78-22
36-23 36-76,76-20,20-67,67-23
36-23 36-69,69-39,39-79,79-23
36-24 36-76,76-20,20-67,67-24
36-24 36-69,69-40,40-80,80-24
36-25 36-76,76-28,28-68,68-25
36-25 36-69,69-33,33-73,73-25
36-26 36-76,76-28,28-68,68-26
36-26 36-69,69-34,34-74,74-26
36-27 36-76,76-28,28-68,68-27
36-27 36-69,69-35,35-75,75-27
36-28 36-76,76-28
36-29 36-76,76-28,28-68,68-29
36-29 36-69,69-37,37-77,77-29
36-30 36-76,76-28,28-68,68-30
36-30 36-69,69-38,38-78,78-30
36-31 36-76,76-28,28-68,68-31
36-31 36-69,69-39,39-79,79-31
36-32 36-76,76-28,28-68,68-32
36-32 36-69,69-40,40-80,80-32
36-33 36-69,69-33
36-34 36-69,69-34
36-35 36-69,69-35
36-37 36-69,69-37
36-38 36-69,69-38
36-39 36-69,69-39
36-40 36-69,69-40
36-41 36-76,76-44,44-70,70-41
36-41 36-69,69-33,33-73,73-41
36-42 36-76,76-44,44-70,70-42
36-42 36-69,69-34,34-74,74-42
36-43 36-76,76-44,44-70,70-43
36-43 36-69,69-35,35-75,75-43
36-44 36-76,76-44
36-45 36-76,76-44,44-70,70-45
36-45 36-69,69-37,37-77,77-45
36-46 36-76,76-44,44-70,70-46
36-46 36-69,69-38,38-78,78-46
36-47 36-76,76-44,44-70,70-47
36-47 36-69,69-39,39-79,79-47
36-48 36-76,76-44,44-70,70-48
36-48 36-69,69-40,40-80,80-48
36-49 36-76,76-52,52-71,71-49
36-49 36-69,69-33,33-73,73-49
36-50 36-76,76-52,52-71,71-50
36-50 36-69,69-34,34-74,74-50
36-51 36-76,76-52,52-71,71-51
36-51 36-69,69-35,35-75,75-51
36-52 36-76,76-52
36-53 36-76,76-52,52-71,71-53
36-53 36-69,69-37,37-77,77-53
36-54 36-76,76-52,52-71,71-54
36-54 36-69,69-38,38-78,78-54
36-55 36-76,76-52,52-71,71-55
36-55 36-69,69-39,39-79,79-55
36-56 36-76,76-52,52-71,71-56
36-56 36-69,69-40,40-80,80-56
36-57 36-76,76-60,60-72,72-57
36-57 36-69,69-33,33-73,73-57
36-58 36-76,76-60,60-72,72-58
36-58 36-69,69-34,34-74,74-58
36-59 36-76,76-60,60-72,72-59
36-59 36-69,69-35,35-75,75-59
36-60 36-76,76-60
36-61 36-76,76-60,60-72,72-61
36-61 36-69,69-37,37-77,77-61
36-62 36-76,76-60,60-72,72-62
36-62 36-69,69-38,38-78,78-62
36-63 36-76,76-60,60-72,72-63
36-63 36-69,69-39,39-79,79-63
36-64 36-76,76-60,60-72,72-64
36-64 36-69,69-40,40-80,80-64
37-1 37-69,69-33,33-73,73-1
37-1 37-77,77-5,5-65,65-1
37-2 37-69,69-34,34-74,74-2
37-2 37-77,77-5,5-65,65-2
37-3 37-69,69-35,35-75,75-3
37-3 37-77,77-5,5-65,65-3
37-4 37-69,69-36,36-76,76-4
37-4 37-77,77-5,5-65,65-4
37-5 37-77,77-5
37-6 37-69,69-38,38-78,78-6
37-6 37-77,77-5,5-65,65-6
37-7 37-69,69-39,39-79,79-7
37-7 37-77,77-5,5-65,65-7
37-8 37-69,69-40,40-80,80-8
37-8 37-77,77-5,5-65,65-8
37-9 37-69,69-33,33-73,73-9
37-9 37-77,77-13,13-66,66-9
37-10 37-69,69-34,34-74,74-10
37-10 37-77,77-13,13-66,66-10
37-11 37-69,69-35,35-75,75-11
37-11 37-77,77-13,13-66,66-11
37-12 37-69,69-36,36-76,76-12
37-12 37-77,77-13,13-66,66-12
37-13 37-77,77-13
37-14 37-69,69-38,38-78,78-14
37-14 37-77,77-13,13-66,66-14
37-15 37-69,69-39,39-79,79-15
37-15 37-77,77-13,13-66,66-15
37-16 37-69,69-40,40-80,80-16
37-16 37-77,77-13,13-66,66-16
37-17 37-69,69-33,33-73,73-17
37-17 37-77,77-21,21-67,67-17
37-18 37-69,69-34,34-74,74-18
37-18 37-77,77-21,21-67,67-18
37-19 37-69,69-35,35-75,75-19
37-19 37-77,77-21,21-67,67-19
37-20 37-69,69-36,36-76,76-20
37-20 37-77,77-21,21-67,67-20
37-21 37-77,77-21
37-22 37-69,69-38,38-78,78-22
37-22 37-77,77-21,21-67,67-22
37-23 37-69,69-39,39-79,79-23
37-23 37-77,77-21,21-67,67-23
37-24 37-69,69-40,40-80,80-24
37-24 37-77,77-21,21-67,67-24
37-25 37-69,69-33,33-73,73-25
37-25 37-77,77-29,29-68,68-25
37-26 37-69,69-34,34-74,74-26
37-26 37-77,77-29,29-68,68-26
37-27 37-69,69-35,35-75,75-27
37-27 37-77,77-29,29-68,68-27
37-28 37-69,69-36,36-76,76-28
37-28 37-77,77-29,29-68,68-28
37-29 37-77,77-29
37-30 37-69,69-38,38-78,78-30
37-30 37-77,77-29,29-68,68-30
37-31 37-69,69-39,39-79,79-31
37-31 37-77,77-29,29-68,68-31
37-32 37-69,69-40,40-80,80-32
37-32 37-77,77-29,29-68,68-32
37-33 37-69,69-33
37-34 37-69,69-34
37-35 37-69,69-35
37-36 37-69,69-36
37-38 37-69,69-38
37-39 37-69,69-39
37-40 37-69,69-40
37-41 37-69,69-33,33-73,73-41
37-41 37-77,77-45,45-70,70-41
37-42 37-69,69-34,34-74,74-42
37-42 37-77,77-45,45-70,70-42
37-43 37-69,69-35,35-75,75-43
37-43 37-77,77-45,45-70,70-43
37-44 37-69,69-36,36-76,76-44
37-44 37-77,77-45,45-70,70-44
37-45 37-77,77-45
37-46 37-69,69-38,38-78,78-46
37-46 37-77,77-45,45-70,70-46
37-47 37-69,69-39,39-79,79-47
37-47 37-77,77-45,45-70,70-47
37-48 37-69,69-40,40-80,80-48
37-48 37-77,77-45,45-70,70-48
37-49 37-69,69-33,33-73,73-49
37-49 37-77,77-53,53-71,71-49
37-50 37-69,69-34,34-74,74-50
37-50 37-77,77-53,53-71,71-50
37-51 37-69,69-35,35-75,75-51
37-51 37-77,77-53,53-71,71-51
37-52 37-69,69-36,36-76,76-52
37-52 37-77,77-53,53-71,71-52
37-53 37-77,77-53
37-54 37-69,69-38,38-78,78-54
37-54 37-77,77-53,53-71,71-54
37-55 37-69,69-39,39-79,79-55
37-55 37-77,77-53,53-71,71-55
37-56 37-69,69-40,40-80,80-56
37-56 37-77,77-53,53-71,71-56
37-57 37-69,69-33,33-73,73-57
37-57 37-77,77-61,61-72,72-57
37-58 37-69,69-34,34-74,74-58
37-58 37-77,77-61,61-72,72-58
37-59 37-69,69-35,35-75,75-59
37-59 37-77,77-61,61-72,72-59
37-60 37-69,69-36,36-76,76-60
37-60 37-77,77-61,61-72,72-60
37-61 37-77,77-61
37-62 37-69,69-38,38-78,78-62
37-62 37-77,77-61,61-72,72-62
37-63 37-69,69-39,39-79,79-63
37-63 37-77,77-61,61-72,72-63
37-64 37-69,69-40,40-80,80-64
37-64 37-77,77-61,61-72,72-64
38-1 38-69,69-33,33-73,73-1
38-1 38-78,78-6,6-65,65-1
38-2 38-69,69-34,34-74,74-2
38-2 38-78,78-6,6-65,65-2
38-3 38-69,69-35,35-75,75-3
38-3 38-78,78-6,6-65,65-3
38-4 38-69,69-36,36-76,76-4
38-4 38-78,78-6,6-65,65-4
38-5 38-69,69-37,37-77,77-5
38-5 38-78,78-6,6-65,65-5
38-6 38-78,78-6
38-7 38-69,69-39,39-79,79-7
38-7 38-78,78-6,6-65,65-7
38-8 38-69,69-40,40-80,80-8
38-8 38-78,78-6,6-65,65-8
38-9 38-69,69-33,33-73,73-9
38-9 38-78,78-14,14-66,66-9
38-10 38-69,69-34,34-74,74-10
38-10 38-78,78-14,14-66,66-10
38-11 38-69,69-35,35-75,75-11
38-11 38-78,78-14,14-66,66-11
38-12 38-69,69-36,36-76,76-12
38-12 38-78,78-14,14-66,66-12
38-13 38-69,69-37,37-77,77-13
38-13 38-78,78-14,14-66,66-13
38-14 38-78,78-14
38-15 38-69,69-39,39-79,79-15
38-15 38-78,78-14,14-66,66-15
38-16 38-69,69-40,40-80,80-16
38-16 38-78,78-14,14-66,66-16
38-17 38-69,69-33,33-73,73-17
38-17 38-78,78-22,22-67,67-17
38-18 38-69,69-34,34-74,74-18
38-18 38-78,78-22,22-67,67-18
38-19 38-69,69-35,35-75,75-19
38-19 38-78,78-22,22-67,67-19
38-20 38-69,69-36,36-76,76-20
38-20 38-78,78-22,22-67,67-20
38-21 38-69,69-37,37-77,77-21
38-21 38-78,78-22,22-67,67-21
38-22 38-78,78-22
38-23 38-69,69-39,39-79,79-23
38-23 38-78,78-22,22-67,67-23
38-24 38-69,69-40,40-80,80-24
38-24 38-78,78-22,22-67,67-24
38-25 38-69,69-33,33-73,73-25
38-25 38-78,78-30,30-68,68-25
38-26 38-69,69-34,34-74,74-26
38-26 38-78,78-30,30-68,68-26
38-27 38-69,69-35,35-75,75-27
38-27 38-78,78-30,30-68,68-27
38-28 38-69,69-36,36-76,76-28
38-28 38-78,78-30,30-68,68-28
38-29 38-69,69-37,37-77,77-29
38-29 38-78,78-30,30-68,68-29
38-30 38-78,78-30
38-31 38-69,69-39,39-79,79-31
38-31 38-78,78-30,30-68,68-31
38-32 38-69,69-40,40-80,80-32
38-32 38-78,78-30,30-68,68-32
38-33 38-69,69-33
38-34 38-69,69-34
38-35 38-69,69-35
38-36 38-69,69-36
38-37 38-69,69-37
38-39 38-69,69-39
38-40 38-69,69-40
38-41 38-69,69-33,33-73,73-41
38-41 38-78,78-46,46-70,70-41
38-42 38-69,69-34,34-74,74-42
38-42 38-78,78-46,46-70,70-42
38-43 38-69,69-35,35-75,75-43
38-43 38-78,78-46,46-70,70-43
38-44 38-69,69-36,36-76,76-44
38-44 38-78,78-46,46-70,70-44
38-45 38-69,69-37,37-77,77-45
38-45 38-78,78-46,46-70,70-45
38-46 38-78,78-46
38-47 38-69,69-39,39-79,79-47
38-47 38-78,78-46,46-70,70-47
38-48 38-69,69-40,40-80,80-48
38-48 38-78,78-46,46-70,70-48
38-49 38-69,69-33,33-73,73-49
38-49 38-78,78-54,54-71,71-49
38-50 38-69,69-34,34-74,74-50
38-50 38-78,78-54,54-71,71-50
38-51 38-69,69-35,35-75,75-51
38-51 38-78,78-54,54-71,71-51
38-52 38-69,69-36,36-76,76-52
38-52 38-78,78-54,54-71,71-52
38-53 38-69,69-37,37-77,77-53
38-53 38-78,78-54,54-71,71-53
38-54 38-78,78-54
38-55 38-69,69-39,39-79,79-55
38-55 38-78,78-54,54-71,71-55
38-56 38-69,69-40,40-80,80-56
38-56 38-78,78-54,54-71,71-56
38-57 38-69,69-33,33-73,73-57
38-57 38-78,78-62,62-72,72-57
38-58 38-69,69-34,34-74,74-58
38-58 38-78,78-62,62-72,72-58
38-59 38-69,69-35,35-75,75-59
38-59 38-78,78-62,62-72,72-59
38-60 38-69,69-36,36-76,76-60
38-60 38-78,78-62,62-72,72-60
38-61 38-69,69-37,37-77,77-61
38-61 38-78,78-62,62-72,72-61
38-62 38-78,78-62
38-63 38-69,69-39,39-79,79-63
38-63 38-78,78-62,62-72,72-63
38-64 38-69,69-40,40-80,80-64
38-64 38-78,78-62,62-72,72-64
39-1 39-69,69-33,33-73,73-1
39-1 39-79,79-7,7-65,65-1
39-2 39-69,69-34,34-74,74-2
39-2 39-79,79-7,7-65,65-2
39-3 39-69,69-35,35-75,75-3
39-3 39-79,79-7,7-65,65-3
39-4 39-69,69-36,36-76,76-4
39-4 39-79,79-7,7-65,65-4
39-5 39-69,69-37,37-77,77-5
39-5 39-79,79-7,7-65,65-5
39-6 39-69,69-38,38-78,78-6
39-6 39-79,79-7,7-65,65-6
39-7 39-79,79-7
39-8 39-69,69-40,40-80,80-8
39-8 39-79,79-7,7-65,65-8
39-9 39-69,69-33,33-73,73-9
39-9 39-79,79-15,15-66,66-9
39-10 39-69,69-34,34-74,74-10
39-10 39-79,79-15,15-66,66-10
39-11 39-69,69-35,35-75,75-11
39-11 39-79,79-15,15-66,66-11
39-12 39-69,69-36,36-76,76-12
39-12 39-79,79-15,15-66,66-12
39-13 39-69,69-37,37-77,77-13
39-13 39-79,79-15,15-66,66-13
39-14 39-69,69-38,38-78,78-14
39-14 39-79,79-15,15-66,66-14
39-15 39-79,79-15
39-16 39-69,69-40,40-80,80-16
39-16 39-79,79-15,15-66,66-16
39-17 39-69,69-33,33-73,73-17
39-17 39-79,79-23,23-67,67-17
39-18 39-69,69-34,34-74,74-18
39-18 39-79,79-23,23-67,67-18
39-19 39-69,69-35,35-75,75-19
39-19 39-79,79-23,23-67,67-19
39-20 39-69,69-36,36-76,76-20
39-20 39-79,79-23,23-67,67-20
39-21 39-69,69-37,37-77,77-21
39-21 39-79,79-23,23-67,67-21
39-22 39-69,69-38,38-78,78-22
39-22 39-79,79-23,23-67,67-22
39-23 39-79,79-23
39-24 39-69,69-40,40-80,80-24
39-24 39-79,79-23,23-67,67-24
39-25 39-69,69-33,33-73,73-25
39-25 39-79,79-31,31-68,68-25
39-26 39-69,69-34,34-74,74-26
39-26 39-79,79-31,31-68,68-26
39-27 39-69,69-35,35-75,75-27
39-27 39-79,79-31,31-68,68-27
39-28 39-69,69-36,36-76,76-28
39-28 39-79,79-31,31-68,68-28
39-29 39-69,69-37,37-77,77-29
39-29 39-79,79-31,31-68,68-29
39-30 39-69,69-38,38-78,78-30
39-30 39-79,79-31,31-68,68-30
39-31 39-79,79-31
39-32 39-69,69-40,40-80,80-32
39-32 39-79,79-31,31-68,68-32
39-33 39-69,69-33
39-34 39-69,69-34
39-35 39-69,69-35
39-36 39-69,69-36
39-37 39-69,69-37
39-38 39-69,69-38
39-40 39-69,69-40
39-41 39-69,69-33,33-73,73-41
39-41 39-79,79-47,47-70,70-41
39-42 39-69,69-34,34-74,74-42
39-42 39-79,79-47,47-70,70-42
39-43 39-69,69-35,35-75,75-43
39-43 39-79,79-47,47-70,70-43
39-44 39-69,69-36,36-76,76-44
39-44 39-79,79-47,47-70,70-44
39-45 39-69,69-37,37-77,77-45
39-45 39-79,79-47,47-70,70-45
39-46 39-69,69-38,38-78,78-46
39-46 39-79,79-47,47-70,70-46
39-47 39-79,79-47
39-48 39-69,69-40,40-80,80-48
39-48 39-79,79-47,47-70,70-48
39-49 39-69,69-33,33-73,73-49
39-49 39-79,79-55,55-71,71-49
39-50 39-69,69-34,34-74,74-50
39-50 39-79,79-55,55-71,71-50
39-51 39-69,69-35,35-75,75-51
39-51 39-79,79-55,55-71,71-51
39-52 39-69,69-36,36-76,76-52
39-52 39-79,79-55,55-71,71-52
39-53 39-69,69-37,37-77,77-53
39-53 39-79,79-55,55-71,71-53
39-54 39-69,69-38,38-78,78-54
39-54 39-79,79-55,55-71,71-54
39-55 39-79,79-55
39-56 39-69,69-40,40-80,80-56
39-56 39-79,79-55,55-71,71-56
39-57 39-69,69-33,33-73,73-57
39-57 39-79,79-63,63-72,72-57
39-58 39-69,69-34,34-74,74-58
39-58 39-79,79-63,63-72,72-58
39-59 39-69,69-35,35-75,75-59
39-59 39-79,79-63,63-72,72-59
39-60 39-69,69-36,36-76,76-60
39-60 39-79,79-63,63-72,72-60
39-61 39-69,69-37,37-77,77-61
39-61 39-79,79-63,63-72,72-61
39-62 39-69,69-38,38-78,78-62
39-62 39-79,79-63,63-72,72-62
39-63 39-79,79-63
39-64 39-69,69-40,40-80,80-64
39-64 39-79,79-63,63-72,72-64
40-1 40-80,80-8,8-65,65-1
40-1 40-69,69-33,33-73,73-1
40-2 40-80,80-8,8-65,65-2
40-2 40-69,69-34,34-74,74-2
40-3 40-80,80-8,8-65,65-3
40-3 40-69,69-35,35-75,75-3
40-4 40-80,80-8,8-65,65-4
40-4 40-69,69-36,36-76,76-4
40-5 40-80,80-8,8-65,65-5
40-5 40-69,69-37,37-77,77-5
40-6 40-80,80-8,8-65,65-6
40-6 40-69,69-38,38-78,78-6
40-7 40-80,80-8,8-65,65-7
40-7 40-69,69-39,39-79,79-7
40-8 40-80,80-8
40-9 40-80,80-16,16-66,66-9
40-9 40-69,69-33,33-73,73-9
40-10 40-80,80-16,16-66,66-10
40-10 40-69,69-34,34-74,74-10
40-11 40-80,80-16,16-66,66-11
40-11 40-69,69-35,35-75,75-11
40-12 40-80,80-16,16-66,66-12
40-12 40-69,69-36,36-76,76-12
40-13 40-80,80-16,16-66,66-13
40-13 40-69,69-37,37-77,77-13
40-14 40-80,80-16,16-66,66-14
40-14 40-69,69-38,38-78,78-14
40-15 40-80,80-16,16-66,66-15
40-15 40-69,69-39,39-79,79-15
40-16 40-80,80-16
40-17 40-80,80-24,24-67,67-17
40-17 40-69,69-33,33-73,73-17
40-18 40-80,80-24,24-67,67-18
40-18 40-69,69-34,34-74,74-18
40-19 40-80,80-24,24-67,67-19
40-19 40-69,69-35,35-75,75-19
40-20 40-80,80-24,24-67,67-20
40-20 40-69,69-36,36-76,76-20
40-21 40-80,80-24,24-67,67-21
40-21 40-69,69-37,37-77,77-21
40-22 40-80,80-24,24-67,67-22
40-22 40-69,69-38,38-78,78-22
40-23 40-80,80-24,24-67,67-23
40-23 40-69,69-39,39-79,79-23
40-24 40-80,80-24
40-25 40-80,80-32,32-68,68-25
40-25 40-69,69-33,33-73,73-25
40-26 40-80,80-32,32-68,68-26
40-26 40-69,69-34,34-74,74-26
40-27 40-80,80-32,32-68,68-27
40-27 40-69,69-35,35-75,75-27
40-28 40-80,80-32,32-68,68-28
40-28 40-69,69-36,36-76,76-28
40-29 40-80,80-32,32-68,68-29
40-29 40-69,69-37,37-77,77-29
40-30 40-80,80-32,32-68,68-30
40-30 40-69,69-38,38-78,78-30
40-31 40-80,80-32,32-68,68-31
40-31 40-69,69-39,39-79,79-31
40-32 40-80,80-32
40-33 40-69,69-33
40-34 40-69,69-34
40-35 40-69,69-35
40-36 40-69,69-36
40-37 40-69,69-37
40-38 40-69,69-38
40-39 40-69,69-39
40-41 40-80,80-48,48-70,70-41
40-41 40-69,69-33,33-73,73-41
40-42 40-80,80-48,48-70,70-42
40-42 40-69,69-34,34-74,74-42
40-43 40-80,80-48,48-70,70-43
40-43 40-69,69-35,35-75,75-43
40-44 40-80,80-48,48-70,70-44
40-44 40-69,69-36,36-76,76-44
40-45 40-80,80-48,48-70,70-45
40-45 40-69,69-37,37-77,77-45
40-46 40-80,80-48,48-70,70-46
40-46 40-69,69-38,38-78,78-46
40-47 40-80,80-48,48-70,70-47
40-47 40-69,69-39,39-79,79-47
40-48 40-80,80-48
40-49 40-80,80-56,56-71,71-49
40-49 40-69,69-33,33-73,73-49
40-50 40-80,80-56,56-71,71-50
40-50 40-69,69-34,34-74,74-50
40-51 40-80,80-56,56-71,71-51
40-51 40-69,69-35,35-75,75-51
40-52 40-80,80-56,56-71,71-52
40-52 40-69,69-36,36-76,76-52
40-53 40-80,80-56,56-71,71-53
40-53 40-69,69-37,37-77,77-53
40-54 40-80,80-56,56-71,71-54
40-54 40-69,69-38,38-78,78-54
40-55 40-80,80-56,56-71,71-55
40-55 40-69,69-39,39-79,79-55
40-56 40-80,80-56
40-57 40-80,80-64,64-72,72-57
40-57 40-69,69-33,33-73,73-57
40-58 40-80,80-64,64-72,72-58
40-58 40-69,69-34,34-74,74-58
40-59 40-80,80-64,64-72,72-59
40-59 40-69,69-35,35-75,75-59
40-60 40-80,80-64,64-72,72-60
40-60 40-69,69-36,36-76,76-60
40-61 40-80,80-64,64-72,72-61
40-61 40-69,69-37,37-77,77-61
40-62 40-80,80-64,64-72,72-62
40-62 40-69,69-38,38-78,78-62
40-63 40-80,80-64,64-72,72-63
40-63 40-69,69-39,39-79,79-63
40-64 40-80,80-64
41-1 41-73,73-1
41-2 41-73,73-1,1-65,65-2
41-2 41-70,70-42,42-74,74-2
41-3 41-73,73-1,1-65,65-3
41-3 41-70,70-43,43-75,75-3
41-4 41-73,73-1,1-65,65-4
